symbol,name,sector,subsector,status,instrument_type,board,listing_date,special_notation,source_as_of
MMLP,Mega Manunggal Property Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Jun 2015,,2026-08-27
MNCN,Media Nusantara Citra Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,22 Jun 2007,,2026-08-27
MPMX,Mitra Pinasthika Mustika Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,29 Mei 2013,,2026-08-27
MPPA,Matahari Putra Prima Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,21 Des 1992,,2026-08-27
MRAT,Mustika Ratu Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,27 Jul 1995,,2026-08-27
MREI,Maskapai Reasuransi Indonesia,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,04 Sep 1989,,2026-08-27
MSKY,MNC Sky Vision Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,09 Jul 2012,,2026-08-27
MTDL,Metrodata Electronics Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,09 Apr 1990,,2026-08-27
MTFN,Capitalinc Investment Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,16 Apr 1990,,2026-08-27
MTLA,Metropolitan Land Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,20 Jun 2011,,2026-08-27
MTSM,Metro Realty Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Jan 1992,,2026-08-27
MYOH,Samindo Resources Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,27 Jul 2000,,2026-08-27
MYOR,Mayora Indah Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,04 Jul 1990,,2026-08-27
MYTX,Asia Pacific Investama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Okt 1989,,2026-08-27
NELY,Pelayaran Nelly Dwi Putri Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Okt 2012,,2026-08-27
NIKL,Pelat Timah Nusantara Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,14 Des 2009,,2026-08-27
NIRO,City Retail Developments Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,13 Sep 2012,,2026-08-27
NISP,Bank OCBC NISP Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,20 Okt 1994,,2026-08-27
NOBU,Bank Nationalnobu Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,20 Mei 2013,,2026-08-27
NRCA,Nusa Raya Cipta Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,27 Jun 2013,,2026-08-27
OCAP,Onix Capital Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Okt 2003,,2026-08-27
OKAS,Ancora Indonesia Resources Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,29 Mar 2006,,2026-08-27
OMRE,Indonesia Prima Property Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,22 Agt 1994,,2026-08-27
PADI,Minna Padi Investama Sekuritas,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,09 Jan 2012,,2026-08-27
PALM,Provident Investasi Bersama Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,08 Okt 2012,,2026-08-27
PANR,Panorama Sentrawisata Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Sep 2001,,2026-08-27
PANS,Panin Sekuritas Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,31 Mei 2000,,2026-08-27
PBRX,Pan Brothers Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,16 Agt 1990,,2026-08-27
PDES,Destinasi Tirta Nusantara Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Jul 2008,,2026-08-27
PEGE,Panca Global Kapital Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,24 Jun 2005,,2026-08-27
PGAS,Perusahaan Gas Negara (Persero,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,15 Des 2003,,2026-08-27
PGLI,Pembangunan Graha Lestari Inda,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,05 Apr 2000,,2026-08-27
PICO,Pelangi Indah Canindo Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,23 Sep 1996,,2026-08-27
PJAA,Pembangunan Jaya Ancol Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,02 Jul 2004,,2026-08-27
PKPK,Paragon Karya Perkasa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Jul 2007,,2026-08-27
PLAS,Polaris Investama Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,16 Mar 2001,,2026-08-27
PLIN,Plaza Indonesia Realty Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,15 Jun 1992,,2026-08-27
PNBN,Bank Pan Indonesia Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,29 Des 1982,,2026-08-27
PNBS,Bank Panin Dubai Syariah Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,15 Jan 2014,,2026-08-27
PNIN,Paninvest Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,20 Sep 1983,,2026-08-27
PNLF,Panin Financial Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,14 Jun 1983,,2026-08-27
PNSE,Pudjiadi & Sons Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,01 Mei 1990,,2026-08-27
POLY,Asia Pacific Fibers Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,12 Mar 1991,,2026-08-27
POOL,Pool Advista Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,20 Mei 1991,,2026-08-27
PPRO,PP Properti Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,19 Mei 2015,,2026-08-27
PSAB,J Resources Asia Pasifik Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,22 Apr 2003,,2026-08-27
PSDN,Prasidha Aneka Niaga Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Okt 1994,,2026-08-27
PSKT,Red Planet Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,19 Sep 1995,,2026-08-27
PTBA,Bukit Asam (Persero) Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,23 Des 2002,,2026-08-27
PTIS,Indo Straits Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Jul 2011,,2026-08-27
PTPP,PP (Persero) Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,09 Feb 2010,,2026-08-27
PTRO,Petrosea Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,21 Mei 1990,,2026-08-27
PTSN,Sat Nusapersada Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Nov 2007,,2026-08-27
PTSP,Pioneerindo Gourmet Internatio,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,30 Mei 1994,,2026-08-27
PUDP,Pudjiadi Prestige Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Nov 1994,,2026-08-27
PWON,Pakuwon Jati Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,09 Okt 1989,,2026-08-27
PYFA,Pyridam Farma Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,16 Okt 2001,,2026-08-27
RAJA,Rukun Raharja Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,19 Apr 2006,,2026-08-27
RALS,Ramayana Lestari Sentosa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,24 Jul 1996,,2026-08-27
RANC,Supra Boga Lestari Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,07 Jun 2012,,2026-08-27
RBMS,Ristia Bintang Mahkotasejati T,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,19 Des 1997,,2026-08-27
RDTX,Roda Vivatex Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,14 Mei 1990,,2026-08-27
RELI,Reliance Sekuritas Indonesia T,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,13 Jul 2005,,2026-08-27
RICY,Ricky Putra Globalindo Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,22 Jan 1998,,2026-08-27
RIGS,Rig Tenders Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,05 Mar 1990,,2026-08-27
RIMO,Rimo International Lestari Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Nov 2000,,2026-08-27
RODA,Pikko Land Development Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,22 Okt 2001,,2026-08-27
ROTI,Nippon Indosari Corpindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Jun 2010,,2026-08-27
RUIS,Radiant Utama Interinsco Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Jul 2006,,2026-08-27
SAFE,Steady Safe Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,15 Agt 1994,,2026-08-27
SAME,Sarana Meditama Metropolitan T,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,11 Jan 2013,,2026-08-27
SCCO,Supreme Cable Manufacturing &,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,20 Jul 1982,,2026-08-27
SCMA,Surya Citra Media Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,16 Jul 2002,,2026-08-27
SCPI,Organon Pharma Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Jun 1990,,2026-08-27
SDMU,Sidomulyo Selaras Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Jul 2011,,2026-08-27
SDPC,Millennium Pharmacon Internati,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,07 Mei 1990,,2026-08-27
SDRA,Bank Woori Saudara Indonesia 1,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,15 Des 2006,,2026-08-27
SGRO,Prime Agri Resources Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,18 Jun 2007,,2026-08-27
SHID,Hotel Sahid Jaya International,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Mei 1990,,2026-08-27
SIDO,Industri Jamu dan Farmasi Sido,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,18 Des 2013,,2026-08-27
SILO,Siloam International Hospitals,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,12 Sep 2013,,2026-08-27
SIMA,Siwani Makmur Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,03 Jun 1994,,2026-08-27
SIMP,Salim Ivomas Pratama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,09 Jun 2011,,2026-08-27
SIPD,Sreeya Sewu Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,27 Des 1996,,2026-08-27
SKBM,Sekar Bumi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Sep 2012,,2026-08-27
SKLT,Sekar Laut Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Sep 1993,,2026-08-27
SKYB,Northcliff Citranusa Indonesia,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,07 Jul 2010,,2026-08-27
SMAR,Sinar Mas Agro Resources and T,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,20 Nov 1992,,2026-08-27
SMBR,Semen Baturaja (Persero) Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,28 Jun 2013,,2026-08-27
SMCB,Solusi Bangun Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Agt 1977,,2026-08-27
SMDM,Suryamas Dutamakmur Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,12 Okt 1995,,2026-08-27
SMDR,Samudera Indonesia  Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,05 Jul 1999,,2026-08-27
SMGR,Semen Indonesia (Persero) Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,08 Jul 1991,,2026-08-27
SMMA,Sinarmas Multiartha Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,05 Jul 1995,,2026-08-27
SMMT,Golden Eagle Energy Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,01 Des 1997,,2026-08-27
SMRA,Summarecon Agung Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,07 Mei 1990,,2026-08-27
SMRU,SMR Utama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Okt 2011,,2026-08-27
SMSM,Selamat Sempurna Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,09 Sep 1996,,2026-08-27
SOCI,Soechi Lines Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,03 Des 2014,,2026-08-27
SONA,Sona Topas Tourism Industry Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,21 Jul 1992,,2026-08-27
SPMA,Suparma Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,16 Nov 1994,,2026-08-27
SQMI,Wilton Makmur Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,15 Jul 2004,,2026-08-27
SRAJ,Sejahteraraya Anugrahjaya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Apr 2011,,2026-08-27
SRIL,Sri Rejeki Isman Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,17 Jun 2013,,2026-08-27
SRSN,Indo Acidatama Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Jan 1993,,2026-08-27
SRTG,Saratoga Investama Sedaya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,26 Jun 2013,,2026-08-27
SSIA,Surya Semesta Internusa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,27 Mar 1997,,2026-08-27
SSMS,Sawit Sumbermas Sarana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,12 Des 2013,,2026-08-27
SSTM,Sunson Textile Manufacture Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,20 Agt 1997,,2026-08-27
STAR,Calculus Global Ventures Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,13 Jul 2011,,2026-08-27
STTP,Siantar Top Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,16 Des 1996,,2026-08-27
SUGI,Sugih Energy Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,19 Jun 2002,,2026-08-27
SULI,SLJ Global Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,21 Mar 1994,,2026-08-27
SUPR,Solusi Tunas Pratama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,11 Okt 2011,,2026-08-27
TALF,Tunas Alfin Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,17 Jan 2014,,2026-08-27
TARA,Agung Semesta Sejahtera Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,11 Jul 2014,,2026-08-27
TAXI,Express Transindo Utama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,02 Nov 2012,,2026-08-27
TBIG,Tower Bersama Infrastructure T,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,26 Okt 2010,,2026-08-27
TBLA,Tunas Baru Lampung Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,14 Feb 2000,,2026-08-27
TBMS,Tembaga Mulia Semanan Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,23 Mei 1990,,2026-08-27
TCID,Mandom Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,30 Sep 1993,,2026-08-27
TELE,Omni Inovasi Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,12 Jan 2012,,2026-08-27
TFCO,Tifico Fiber Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,26 Feb 1980,,2026-08-27
TGKA,Tigaraksa Satria Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Jun 1990,,2026-08-27
TIFA,KDB Tifa Finance Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Jul 2011,,2026-08-27
TINS,TIMAH (Persero) Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,19 Okt 1995,,2026-08-27
TIRA,Tira Austenite Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,27 Jul 1993,,2026-08-27
TIRT,Tirta Mahakam Resources Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,13 Des 1999,,2026-08-27
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,03 Apr 1990,,2026-08-27
TLKM,Telkom Indonesia (Persero) Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,14 Nov 1995,,2026-08-27
TMAS,Temas Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,09 Jul 2003,,2026-08-27
TMPO,Tempo Intimedia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Jan 2001,,2026-08-27
TOBA,TBS Energi Utama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,06 Jul 2012,,2026-08-27
TOTL,Total Bangun Persada Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,25 Jul 2006,,2026-08-27
TOTO,Surya Toto Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,30 Okt 1990,,2026-08-27
TOWR,Sarana Menara Nusantara Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,08 Mar 2010,,2026-08-27
TPIA,Chandra Asri Pacific Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,26 Mei 2008,,2026-08-27
TPMA,Trans Power Marine Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,20 Feb 2013,,2026-08-27
TRAM,Trada Alam Minera Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Sep 2008,,2026-08-27
TRIL,Triwira Insanlestari Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,28 Jan 2008,,2026-08-27
TRIM,Trimegah Sekuritas Indonesia T,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,31 Jan 2000,,2026-08-27
TRIO,Trikomsel Oke Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,14 Apr 2009,,2026-08-27
TRIS,Trisula International Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Jun 2012,,2026-08-27
TRST,Trias Sentosa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,02 Jul 1990,,2026-08-27
TRUS,Trust Finance Indonesia Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Nov 2002,,2026-08-27
TSPC,Tempo Scan Pacific Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,17 Jun 1994,,2026-08-27
ULTJ,Ultrajaya Milk Industry & Trad,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,02 Jul 1990,,2026-08-27
UNIC,Unggul Indah Cahaya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,06 Nov 1989,,2026-08-27
UNIT,Nusantara Inti Corpora Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Apr 2002,,2026-08-27
UNSP,Bakrie Sumatera Plantations Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,06 Mar 1990,,2026-08-27
UNTR,United Tractors Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,19 Sep 1989,,2026-08-27
UNVR,Unilever Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,11 Jan 1982,,2026-08-27
VICO,Victoria Investama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,08 Jul 2013,,2026-08-27
VINS,Victoria Insurance Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Sep 2015,,2026-08-27
VIVA,Visi Media Asia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,21 Nov 2011,,2026-08-27
VOKS,Voksel Electric Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,20 Des 1990,,2026-08-27
VRNA,Mizuho Leasing Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,25 Jun 2008,,2026-08-27
WAPO,Wahana Pronatural Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,22 Jun 2001,,2026-08-27
WEHA,WEHA Transportasi Indonesia Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,31 Mei 2007,,2026-08-27
WICO,Wicaksana Overseas Internation,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Agt 1994,,2026-08-27
WIIM,Wismilak Inti Makmur Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,18 Des 2012,,2026-08-27
WIKA,Wijaya Karya (Persero) Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,29 Okt 2007,,2026-08-27
WINS,Wintermar Offshore Marine Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,29 Nov 2010,,2026-08-27
WOMF,Wahana Ottomitra Multiartha Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,13 Des 2004,,2026-08-27
WSKT,Waskita Karya (Persero) Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,19 Des 2012,,2026-08-27
WTON,Wijaya Karya Beton Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,08 Apr 2014,,2026-08-27
YPAS,Yanaprima Hastapersada Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,05 Mar 2008,,2026-08-27
YULE,Yulie Sekuritas Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Des 2004,,2026-08-27
ZBRA,Dosni Roha Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,01 Agt 1991,,2026-08-27
SHIP,Sillo Maritime Perdana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,16 Jun 2016,,2026-08-27
CASA,Capital Financial Indonesia Tb,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,19 Jul 2016,,2026-08-27
DAYA,Duta Intidaya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Jun 2016,,2026-08-27
DPUM,Dua Putra Utama Makmur Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Des 2015,,2026-08-27
IDPR,Indonesia Pondasi Raya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Des 2015,,2026-08-27
JGLE,Graha Andrasentra Propertindo,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,29 Jun 2016,,2026-08-27
KINO,Kino Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Des 2015,,2026-08-27
MARI,Mahaka Radio Integra Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,11 Feb 2016,,2026-08-27
MKNT,Mitra Komunikasi Nusantara Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,26 Okt 2015,,2026-08-27
MTRA,Mitra Pemuda Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Feb 2016,,2026-08-27
OASA,Maharaksa Biru Energi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,18 Jul 2016,,2026-08-27
POWR,Cikarang Listrindo Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,14 Jun 2016,,2026-08-27
INCF,Indo Komoditi Korpora Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,06 Sep 2016,,2026-08-27
WSBP,Waskita Beton Precast Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,20 Sep 2016,,2026-08-27
PBSA,Paramita Bangun Sarana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,28 Sep 2016,,2026-08-27
PRDA,Prodia Widyahusada Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,07 Des 2016,,2026-08-27
BOGA,Apollo Global Interactive Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,19 Des 2016,,2026-08-27
BRIS,Bank Syariah Indonesia (Perser,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,09 Mei 2018,,2026-08-27
